Adj Close,Close,High,Low,Open,Volume
KKGI.JK,KKGI.JK,KKGI.JK,KKGI.JK,KKGI.JK,KKGI.JK
335.80389404296875,368.7258605957031,370.6563720703125,366.7953796386719,368.7258605957031,1204971
349.8689880371094,384.1698913574219,389.9613952636719,368.7258605957031,368.7258605957031,6222008
349.8689880371094,384.1698913574219,391.8918762207031,378.3783874511719,386.1003723144531,2434392
348.1108703613281,382.2393798828125,386.1003723144531,378.3783874511719,384.1698913574219,1612223
348.1108703613281,382.2393798828125,389.9613952636719,378.3783874511719,382.2393798828125,1654077
348.1108703613281,382.2393798828125,384.1698913574219,378.3783874511719,382.2393798828125,834912
337.5620422363281,370.6563720703125,382.2393798828125,364.8648681640625,382.2393798828125,2713180
335.80389404296875,368.7258605957031,374.5173645019531,359.0733642578125,370.6563720703125,2310176
341.07830810546875,374.5173645019531,374.5173645019531,364.8648681640625,372.5868835449219,1511524
344.5946044921875,378.3783874511719,380.3088684082031,372.5868835449219,374.5173645019531,1178657
342.8364562988281,376.4478759765625,378.3783874511719,374.5173645019531,378.3783874511719,620046
339.3201904296875,372.5868835449219,376.4478759765625,368.7258605957031,376.4478759765625,2065991
339.3201904296875,372.5868835449219,374.5173645019531,368.7258605957031,372.5868835449219,831908
339.3201904296875,372.5868835449219,376.4478759765625,370.6563720703125,374.5173645019531,866303
341.07830810546875,374.5173645019531,376.4478759765625,372.5868835449219,374.5173645019531,782905
342.8364562988281,376.4478759765625,380.3088684082031,372.5868835449219,374.5173645019531,1606318
342.8364562988281,376.4478759765625,384.1698913574219,370.6563720703125,374.5173645019531,1920329
342.8364562988281,376.4478759765625,384.1698913574219,372.5868835449219,378.3783874511719,2767156
335.80389404296875,368.7258605957031,374.5173645019531,362.9343566894531,366.7953796386719,2419578
327.01324462890625,359.0733642578125,370.6563720703125,355.21234130859375,368.7258605957031,4012946
327.01324462890625,359.0733642578125,370.6563720703125,355.21234130859375,362.9343566894531,3679457
319.9806823730469,351.3513488769531,361.0038757324219,349.42083740234375,359.0733642578125,2294429
323.4969482421875,355.21234130859375,359.0733642578125,349.42083740234375,351.3513488769531,2025898
327.01324462890625,359.0733642578125,362.9343566894531,355.21234130859375,357.1428527832031,2242214
329.6785583496094,362.0,370.0,358.0,370.0,2088600
327.8571472167969,360.0,366.0,356.0,362.0,1343300
329.6785583496094,362.0,364.0,358.0,362.0,2255700
329.6785583496094,362.0,366.0,360.0,364.0,993000
335.1428527832031,368.0,368.0,362.0,362.0,932700
331.5,364.0,368.0,360.0,368.0,1332400
335.1428527832031,368.0,370.0,360.0,366.0,1805500
335.1428527832031,368.0,368.0,364.0,368.0,1125900
344.25,378.0,380.0,366.0,368.0,1781200
338.78570556640625,372.0,378.0,370.0,378.0,1403800
346.0714111328125,380.0,382.0,372.0,372.0,3236300
342.4285583496094,376.0,386.0,376.0,380.0,1778600
344.25,378.0,382.0,374.0,376.0,1374800
340.6071472167969,374.0,378.0,372.0,378.0,640900
342.4285583496094,376.0,380.0,370.0,374.0,1998800
342.4285583496094,376.0,380.0,372.0,374.0,2221700
346.0714111328125,380.0,380.0,372.0,376.0,1790600
347.8928527832031,382.0,384.0,376.0,380.0,2075400
346.0714111328125,380.0,384.0,378.0,382.0,1666400
342.4285583496094,376.0,380.0,372.0,380.0,3367600
344.25,378.0,380.0,372.0,376.0,1210500
340.6071472167969,374.0,378.0,372.0,378.0,832600
336.96429443359375,370.0,376.0,364.0,374.0,1294800
333.3214111328125,366.0,370.0,364.0,368.0,942800
329.6785583496094,362.0,370.0,360.0,366.0,1499400
333.3214111328125,366.0,370.0,362.0,362.0,474500
327.8571472167969,360.0,366.0,360.0,366.0,1122100
327.8571472167969,360.0,366.0,360.0,362.0,1085300
331.5,364.0,372.0,358.0,364.0,868600
331.5,364.0,370.0,364.0,364.0,818600
331.5,364.0,368.0,362.0,364.0,299300
327.8571472167969,360.0,366.0,360.0,364.0,573100
326.03570556640625,358.0,364.0,358.0,360.0,1230800
322.3928527832031,354.0,362.0,352.0,358.0,1656300
322.3928527832031,354.0,358.0,348.0,354.0,1892600
322.3928527832031,354.0,356.0,350.0,354.0,913200
320.5714111328125,352.0,356.0,348.0,354.0,2515000
322.3928527832031,354.0,356.0,350.0,352.0,1674200
320.5714111328125,352.0,356.0,352.0,354.0,401400
320.5714111328125,352.0,354.0,350.0,352.0,384100
320.5714111328125,352.0,354.0,350.0,352.0,544800
316.9285583496094,348.0,354.0,346.0,352.0,1534900
316.9285583496094,348.0,358.0,344.0,348.0,1254500
318.75,350.0,350.0,344.0,348.0,1243100
318.75,350.0,354.0,350.0,352.0,321600
315.1071472167969,346.0,352.0,346.0,350.0,1686000
318.75,350.0,352.0,344.0,348.0,552000
320.5714111328125,352.0,354.0,348.0,348.0,1132900
320.5714111328125,352.0,354.0,348.0,354.0,734900
320.5714111328125,352.0,354.0,346.0,354.0,1405300
322.3928527832031,354.0,358.0,346.0,350.0,1750200
322.3928527832031,354.0,358.0,350.0,354.0,685300
333.3214111328125,366.0,366.0,352.0,354.0,4584600
329.6785583496094,362.0,368.0,360.0,366.0,980300
324.21429443359375,356.0,364.0,354.0,362.0,1636500
327.8571472167969,360.0,362.0,356.0,358.0,720300
327.8571472167969,360.0,364.0,356.0,362.0,715000
331.5,364.0,364.0,358.0,360.0,1831100
327.8571472167969,360.0,368.0,360.0,366.0,1278900
327.8571472167969,360.0,364.0,358.0,360.0,948100
329.6785583496094,362.0,366.0,360.0,360.0,1809500
333.3214111328125,366.0,368.0,362.0,362.0,1374100
